wm_shipment_sk,calendar_date,calendar_period,calendar_date_sk,posting_period,site_id,site_sk,wm_warehouse_cd,warehouse_sk,asn_type_cd,asn_type_desc,shipment_no,qc_hold_upon_receipt_ind,ship_via_cd,manifest_no,bill_of_lading_no,trailer_no,order_no,received_from_no,received_from_vendor_name,received_from_vendor_addr_1,received_from_vendor_addr_2,received_from_vendor_addr_3,received_from_vendor_city,received_from_vendor_state_cd,received_from_vendor_zip,received_from_vendor_phone_no,representative_name,hdr_shipped_cases_qty,hdr_shipped_bottles_qty,hdr_received_cases_qty,hdr_received_bottles_qty,shipped_dt,scheduled_start_receive_dt,scheduled_start_receive_time,first_receipt_dt,first_receipt_time,last_receipt_dt,last_receipt_time,verified_dt,shipment_priority_ind,hrd_asn_status_cd,hdr_asn_status_desc,seal_no,scac_cd,pickticket_order_type,sap_company_cd,warehouse_no,pickicket_wave_no,vendor_asn_no,po_no,po_line_no,item_no,wm_item_sk,wm_item_hist_sk,shipment_seq_no,inventory_type_cd,product_status_cd,bottles_per_case,dtl_shipped_cases_qty,dtl_shipped_bottles_qty,dtl_received_cases_qty,dtl_received_bottles_qty,verified_cases_qty,verified_bottles_qty,pre_received_qty,bottles_per_pallet,laid_in_price_per_case_amt,process_immediate_needs_ind,item_manufacturing_dt,item_expiration_dt,dtl_asn_status_cd,dtl_asn_status_desc,original_pickticket_line_qty,load_dt,load_id,modified_dt,modified_user,src_desc,source_system,check_sum
35864371,2024-10-07 00:00:00,202410,20241007,,7001,-7001,AGK,-960,1,PO ASN,4013586,,,,,,,701542,EDI_100478_CAMPARI LEX KY,440 GREENDALE RD SUITE 175,,,LEXINGTON,KY,40511,,,0,22.,11,11.,20241007,20241007,0,20241007,132822,20241007,133004,0,N,40,,,,,100,77000,,,,1,MISCBOL,12366744,4654623,1,F,XDK,1.,0,22.,11,11.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-10-01 22:20:07,0,2024-10-07 22:20:46,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,5913fb1d3ea19b1a7ead7069dd8e6d8f
35807225,2024-10-02 00:00:00,202410,20241002,,7001,-7001,AGK,-960,3,Inbound ASN,243933051,,OTHR,,1794976,1066,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,WINDSOR,NY,10577,,CARRIER FOR PRE-PAID SUPPLIER,0,13122.,21,13122.,20240930,20241014,0,20241001,143036,20241001,143037,20241002,N,90,,3704928,,,1500,68000,,,3984321,6,958174,108536,11932728,6,F,LAK,12.,0,1440.,2,1440.,2,1440.,1440.,0.,0.,Y,0,0,90,,0.,2024-10-01 22:20:07,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,3ff77459f713456b37f844283bc89f07
35803593,2024-10-03 00:00:00,202410,20241003,,7001,-7001,AGK,-960,3,Inbound ASN,243933047,,OTHR,,1794975,1076,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,WINDSOR,NY,10577,,CARRIER FOR PRE-PAID SUPPLIER,0,7929.,21,7929.,20240925,20241028,0,20241001,95449,20241001,95450,20241003,N,90,,3704896,,,1500,68000,,,3984224,4,615004,23662,12134124,4,F,LAK,3.,0,4761.,16,4761.,16,4761.,4761.,0.,0.,Y,0,0,90,,0.,2024-10-01 22:20:07,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,87e7baded6df887645507f81ecb9ee4e
35740821,2024-10-04 00:00:00,202410,20241004,,7001,-7001,AGK,-960,3,Inbound ASN,243933052,,OTHR,,1795415,51078,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,WINDSOR,NY,10577,,CARRIER TO BE ASSIGNED,0,9528.,21,9528.,20240903,20240923,0,20241001,133339,20241001,133340,20241004,N,90,,1,,,3200,36900,,,3984351,1,115353,65606,11852502,1,F,COL,12.,0,132.,1,132.,1,132.,132.,0.,0.,Y,0,0,90,,0.,2024-10-01 22:20:07,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,6f26be36961e60bd8ba100a7ddbfc8e8
34065773,2024-10-24 00:00:00,202410,20241024,,7002,-7002,AGC,-961,1,PO ASN,4002630,,,,,,,100478,CAMPARI AMERICA,"1114 AVENUE OF THE AMERICAS, FL 30",,,NORTH BERGEN,NY,10036,,MODE TRANSPORTATION LLC,0,13440.,16,13440.,20240926,20241023,0,20241024,181157,20241024,181158,20241024,N,90,,,,,6200,25500,,,,1,557366,1978275,12098272,1,F,SFS,6.,0,13440.,16,13440.,16,13440.,13440.,0.,0.,Y,0,0,90,,0.,2024-09-17 01:20:52,0,2025-04-22 01:19:23,INFAJOB,WMIAHASNF_15_AGC_3897655_20240916190033.txt,WMI,c1ebe5e56b2de6c6b1c208b229f25ebb
72483299,2025-07-01 00:00:00,202507,20250701,,7001,-7001,AGK,-960,1,PO ASN,4245892,,,,,,,8501,OKLAHOMA - TULSA,315 S. 85th E Ave,,,Tulsa,OK,74112,,At SWS Receiving dock,0,0.,0,0.,20250701,20250708,0,0,0,0,0,0,N,10,,,,,0,66400,,,,7,643896,106167,15304944,7,F,OKT,12.,0,2268.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-07-02 01:53:55,0,2025-07-02 01:53:55,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,9e6473aefb1c03f9897edd0f9e879f5f
72490910,2025-07-01 00:00:00,202507,20250701,,7001,-7001,AGK,-960,3,Inbound ASN,89447225,,OTHR,,P5845895,235094,,101079,BACARDI USA INC,2701 LE JEUNE ROAD,,,JACKSONVILLE,FL,33134,,CARRIER FOR PRE-PAID SUPPLIER,0,10326.,15,8886.,20250703,20250708,0,20250701,141332,20250701,141332,20250701,N,90,,32026550,,,2500,75200,,,4217006,3,298845,24395,15531521,3,F,INA,6.,0,900.,2,900.,2,900.,900.,0.,0.,Y,0,0,90,,0.,2025-07-02 01:53:55,0,2025-07-03 22:22:11,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,0f24f9dd4efbacf701e75c00e39585d0
34493723,2024-10-01 00:00:00,202410,20241001,,7001,-7001,AGK,-960,1,PO ASN,4002955,,,,,,,706470,EDI_112890_NFI INDUSTRIES,845 PARAGON WAY,,,ROCK HILL,SC,29730,,,0,22.,12,12.,20240930,20241001,0,20241001,103837,20241001,103947,0,N,40,,,,,51,65300,,,,1,MISCMOR,78514,4617938,1,F,XDK,1.,0,22.,12,12.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2024-10-01 22:20:07,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,56ed89a49d0faaba8e0d7641ec9ec9b1
46620186,2024-12-18 00:00:00,202412,20241218,,7002,-7002,AGC,-961,1,PO ASN,FRC0000001,,,,PRO0549339-1,,FRC0000001,FRC115,Field Recording,330B Marquita Ave,,,Raso Robles,CA,93446,,,0,12913.,20,12912.,20241216,0,0,20241218,192609,20241218,192609,20241218,N,90,,,,,0,99900,,,,14,FRC0000H,146147,9400552,8,F,FRC,12.,0,768.,1,768.,1,768.,768.,0.,0.,Y,0,0,90,,0.,2024-12-17 02:18:35,0,2024-12-19 03:10:00,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,172c12ea8a083b1cd6444a0c3482ac5f
34306880,2024-09-24 00:00:00,202409,20240924,,7001,-7001,AGK,-960,3,Inbound ASN,82732317,,OTHR,,175479,1865,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,NORTH BERGEN,NY,10577,,WESTERN CARRIERS INC,0,11604.,23,12132.,20240917,20240919,0,20240919,91031,20240919,141842,20240924,N,90,,405700,,,0,63300,,,3994657,1,100806,100226,11977751,1,F,ARL,6.,0,1200.,2,1200.,2,1200.,1200.,0.,0.,Y,0,0,90,,0.,2024-09-19 22:19:53,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,a05a068387ad1d4044f7b1cff405f41a
46666804,2025-01-09 00:00:00,202501,20250109,,7002,-7002,AGC,-961,3,Inbound ASN,84565973,,SNKS,,84565973,UMXU248139,,101079,BACARDI USA INC,2701 LE JEUNE ROAD,,,JACKSONVILLE,FL,33134,,CARRIER FOR PRE-PAID SUPPLIER,0,12516.,26,11592.,20241204,20241216,0,20241216,164842,20241216,165919,20250109,N,90,,300610,,,6600,39600,,,4054434,1,28789,2099872,11991185,10,F,HIC,12.,0,72.,1,72.,1,72.,72.,0.,0.,Y,0,0,90,,0.,2024-12-17 02:18:35,0,2025-04-22 01:19:23,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,567ec9a8af2ee5526c50877f790342a8
46626650,2025-02-11 00:00:00,202502,20250211,,7002,-7002,AGC,-961,1,PO ASN,4066076,,,,,,,SGWWESNJ,WESTERN CARRIERS HUB,5601 WESTSIDE AVE,,,NORTH BERGEN,NJ,07047,,,0,22.,0,0.,20241220,20241227,0,0,0,0,0,0,N,10,,,,,50,35100,,,,1,MISCHIC,2402272,13113973,1,F,XDK,1.,0,22.,0,0.,0,0.,22.,0.,0.,Y,0,0,10,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,cf39445a2dec7cf04fe9104215db681e
46691561,2025-01-30 00:00:00,202501,20250130,,7002,-7002,AGC,-961,1,PO ASN,4082297,,,,,,,700145,BIAGI CA 787,787 AIRPARK ROAD,,,NAPA,CA,94558,,,0,22.,1,1.,20241230,20241230,0,20241230,233759,20241230,233759,0,N,40,,,,,44,64100,,,,1,MISCKSE,1865328,12938428,1,F,XDK,1.,0,22.,1,1.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,fa8c6f515ef60f96689992053d6212c8
46829966,2025-01-30 00:00:00,202501,20250130,,7002,-7002,AGC,-961,3,Inbound ASN,84976265,,,,,,,700145,BIAGI CA 787,787 AIRPARK ROAD,,,NAPA,CA,94558,,,0,264.,23,23.,20241230,20241230,0,20241230,233125,20241231,40,0,N,40,,,,,9999,99990,,,4077674,1,MISCNVL,428533,12991968,6,F,XDK,1.,0,22.,10,10.,0,0.,10.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,ce48958626160dd3f052e515250e605f
46541066,2025-02-11 00:00:00,202502,20250211,,7002,-7002,AGC,-961,3,Inbound ASN,84981032,,,,,,,SGWWESNJ,WESTERN CARRIERS HUB,5601 WESTSIDE AVE,,,NORTH BERGEN,NJ,07047,,,0,1100.,46,55.,20241220,20241227,0,20250103,191305,20250205,123642,0,N,40,,,,,9999,99990,,,4009469,1,MISCHIC,2402272,13113973,34,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,335bb5740ac47dbf8532cda8a7605da7
55332418,2025-02-20 00:00:00,202502,20250220,,7002,-7002,AGC,-961,3,Inbound ASN,86348253,,,,,,,701200,VALLY WW CA 644,644 HANNA DRIVE,,,AMERICAN CANYON,CA,94503,,,0,110.,0,0.,20250224,20250224,0,0,0,0,0,0,N,10,,,,,9999,99990,,,4119905,1,MISCTXH,2180193,12920171,5,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,95d83b8ab11a8faf4f3676ae0a606475
55446243,2025-02-27 00:00:00,202502,20250227,,7002,-7002,AGC,-961,1,PO ASN,4134130,,,,,,,6612-WCD1,SGWS HAWAII - ANKAA CA RDC FAIRFIEL,2130 CORDELIA ROAD,,,FAIRFIELD,CA,94534,,,0,22.,0,0.,20250224,20250224,0,0,0,0,0,0,N,10,,,,,50,35500,,,,1,MISCHIK,604212,12978507,1,F,XDK,1.,0,22.,0,0.,0,0.,44.,0.,0.,Y,0,0,10,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,8cac1449004aec904f72ca2cdf6ef27f
55457545,2025-03-06 00:00:00,202503,20250306,,7002,-7002,AGC,-961,1,PO ASN,4129740,,,,,,,700029,ALEXANDER VALLEY CELLARS,1010 SHILOH ROAD,,,WINDSOR,CA,95492,,,0,22.,8,411.,20250225,20250228,0,20250228,145022,20250228,145022,0,N,40,,,,,56,61200,,,,1,MISCTXH,2180193,12920171,1,F,XDK,1.,0,22.,8,411.,0,0.,411.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,183423272851ddcf3c79afe29af6f148
55519489,2025-03-05 00:00:00,202503,20250305,,7002,-7002,AGC,-961,1,PO ASN,4134131,,,,,,,7612-WCD1,SGWS NEW MEXICO - ANKAA CA RDC FAIR,2130 CORDELIA ROAD,,,FAIRFIELD,CA,94534,,,0,22.,0,0.,20250304,20250304,0,0,0,0,0,0,N,10,,,,,80,32000,,,,1,MISCALB,603572,12819236,1,F,XDK,1.,0,22.,0,0.,0,0.,66.,0.,0.,Y,0,0,10,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,6f8ccf4a9bd063a660688426fd2ad05a
55393774,2025-03-03 00:00:00,202503,20250303,,7002,-7002,AGC,-961,3,Inbound ASN,86348254,,,,,,,701199,VALLEY WW CA 175,175 TOWER ROAD,,,AMERICAN CANYON,CA,94503,,,0,660.,33,1117.,20250226,20250226,0,20250227,131606,20250227,132100,0,N,40,,,,,9999,99990,,,4125855,1,MISCMOR,12686107,12910067,15,F,XDK,1.,0,22.,1,43.,0,0.,43.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,5b928df431048a9fbbd41ed392b0a201
55410107,2025-04-01 00:00:00,202504,20250401,,7002,-7002,AGC,-961,3,Inbound ASN,86222341,,GSCO,,86222341,CRSU-9268602,,101079,BACARDI USA INC,2701 LE JEUNE ROAD,,,Arandas,FL,33134,,CARRIER FOR PRE-PAID SUPPLIER,0,25392.,21,25392.,20250122,20250305,0,20250220,104052,20250220,104052,20250401,N,90,,UL4740350,,,6400,29000,,,4090167,1,535797,241013,11992383,1,F,CAN,12.,0,3984.,6,3984.,6,3984.,3984.,0.,0.,Y,0,0,90,,0.,2025-02-20 02:22:42,0,2025-04-02 01:23:16,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,17f57102fb84a92c2918185a8d09d6ae
34537962,2024-09-24 00:00:00,202409,20240924,,7001,-7001,AGK,-960,3,Inbound ASN,82732318,,WECA,,NA,1270,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,NORTH BERGEN,NY,10577,,WESTERN CARRIERS INC,0,10524.,22,9228.,20240917,20240919,0,20240923,101227,20240923,105404,20240924,N,90,,485519,,,0,64200,,,3994693,11,47876,43178,12831277,1,F,KSE,12.,0,1296.,0,0.,0,0.,0.,0.,0.,Y,0,0,90,,0.,2024-09-19 22:19:53,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,35757797d735caf0503a03aac919287b
34626476,2024-09-24 00:00:00,202409,20240924,,7001,-7001,AGK,-960,3,Inbound ASN,82732318,,WECA,,NA,1270,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,NORTH BERGEN,NY,10577,,WESTERN CARRIERS INC,0,10524.,22,9228.,20240917,20240919,0,20240923,101227,20240923,105404,20240924,N,90,,485519,,,0,64200,,,3994693,10,983111,20476,12076199,10,F,KSE,6.,0,2532.,11,2532.,11,2532.,2532.,0.,0.,Y,0,0,90,,0.,2024-09-19 22:19:53,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,c75d316d05453b29a36ef4e356df57e3
34627028,2024-09-30 00:00:00,202409,20240930,,7001,-7001,AGK,-960,1,PO ASN,3974259,,,,,,,700384,UNITED STATES DISTILLED PRODUCTS,1607 SOUTH 12TH STREET,,,PRINCETON,MN,55371,,,0,22.,3,3.,20240926,20240930,0,20240930,143122,20240930,143134,0,N,40,,,,,41,63100,,,,1,MISCARL,51781,4696109,1,F,XDK,1.,0,22.,3,3.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2025-04-22 16:45:19,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,3705e1d55240301a72b38c5057fe6125
46714733,2025-02-11 00:00:00,202502,20250211,,7002,-7002,AGC,-961,1,PO ASN,4009469,,,,,,,SGWWESNJ,WESTERN CARRIERS HUB,5601 WESTSIDE AVE,,,NORTH BERGEN,NJ,07047,,,0,22.,0,0.,20241220,20241227,0,0,0,0,0,0,N,10,,,,,50,35100,,,,1,MISCHIC,2402272,13113973,1,F,XDK,1.,0,22.,0,0.,0,0.,22.,0.,0.,Y,0,0,10,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,bae99251b73ef90f8d76d2f86d6194c4
46803460,2024-12-16 00:00:00,202412,20241216,,7002,-7002,AGC,-961,3,Inbound ASN,84962905,,,,,,,701693,EDI_100528_TRINCHERO FAMILY ESTATES,18667 JACOB BRACK ROAD,,,LODI,CA,95242,,,0,88.,18,18.,20241230,20241230,0,20241231,2204,20241231,10332,0,N,40,,,,,9999,99990,,,4081722,1,MISCHIB,6491230,12907000,2,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,7006fb64412f4287946cf27ba9607f95
46557906,2025-02-11 00:00:00,202502,20250211,,7002,-7002,AGC,-961,3,Inbound ASN,84981032,,,,,,,SGWWESNJ,WESTERN CARRIERS HUB,5601 WESTSIDE AVE,,,NORTH BERGEN,NJ,07047,,,0,1100.,46,55.,20241220,20241227,0,20250103,191305,20250205,123642,0,N,40,,,,,9999,99990,,,4067773,1,MISCHIC,2402272,13113973,33,F,XDK,1.,0,22.,1,1.,0,0.,1.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,bdffa232b8e0e345439247d6ecc811ea
54998739,2025-02-20 00:00:00,202502,20250220,,7002,-7002,AGC,-961,3,Inbound ASN,86349502,,,,,,,7212-WCD1,SGWS NEVADA - ANKAA CA RDC FAIRFIEL,2130 CORDELIA ROAD,,,FAIRFIELD,CA,94534,,,0,154.,0,0.,20250225,20250225,0,0,0,0,0,0,N,10,,,,,9999,99990,,,4134116,1,MISCNVL,428533,12991968,5,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,46810447ab82b75a2f7e966bbc4a459e
55577896,2025-02-20 00:00:00,202502,20250220,,7002,-7002,AGC,-961,3,Inbound ASN,86348196,,,,,,,6612-WCD1,SGWS HAWAII - ANKAA CA RDC FAIRFIEL,2130 CORDELIA ROAD,,,FAIRFIELD,CA,94534,,,0,352.,0,0.,20250224,20250224,0,0,0,0,0,0,N,10,,,,,9999,99990,,,4126907,1,MISCHIM,920691,13016240,6,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,9438099992c3965fa92869101f06af9d
55302537,2025-02-20 00:00:00,202502,20250220,,7002,-7002,AGC,-961,3,Inbound ASN,86348190,,,,,,,8212-WCD1,SGWS OREGON - ANKAA CA RDC FAIRFIEL,2130 CORDELIA ROAD,,,FAIRFIELD,CA,94534,,,0,88.,0,0.,20250221,20250221,0,0,0,0,0,0,N,10,,,,,9999,99990,,,4134123,1,MISCHIC,2402272,13113973,3,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,865dbff3388d1287110eec9957875eb8
55639642,2025-03-07 00:00:00,202503,20250307,,7002,-7002,AGC,-961,3,Inbound ASN,86348255,,,,,,,705986,WESTERN CA 125,125 MEZZETTA COURT,,,AMERICAN CANYON,CA,94503,,,0,462.,26,26.,20250227,20250227,0,20250303,90454,20250303,91509,0,N,40,,,,,9999,99990,,,4127341,1,MISCCOL,12685467,12945008,1,F,XDK,1.,0,22.,2,2.,0,0.,2.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,ee8de483d0fba8d317165bc50227a895
55381013,2025-03-03 00:00:00,202503,20250303,,7002,-7002,AGC,-961,3,Inbound ASN,86348197,,SNKS,,86348197,9999,,705986,EDI_113961_WESTERN CA,125 MEZZETTA COURT,,,AMERICAN CANYON,CA,94503,,,0,594.,36,38.,20250227,20250227,0,20250228,111052,20250304,161427,0,N,40,,9999,,,9999,99990,,,4130405,1,MISCWAP,2184675,13035126,27,F,XDK,1.,0,22.,1,1.,0,0.,1.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,30109153b40509df26399efeef919d7a
55437258,2025-03-05 00:00:00,202503,20250305,,7002,-7002,AGC,-961,3,Inbound ASN,86367091,,,,,,,705616,CORDELIA ROAD 2875,2875 CORDELIA ROAD,,,FAIRFIELD,CA,94534,,,0,66.,22,1131.,20250227,20250227,0,20250228,112532,20250228,112532,0,N,40,,,,,9999,99990,,,4132807,1,MISCTEN,6491550,12968114,3,F,XDK,1.,0,22.,1,3.,0,0.,3.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,7e0611c9019005fa89c30cf442275336
55439239,2025-03-05 00:00:00,202503,20250305,,7002,-7002,AGC,-961,3,Inbound ASN,86349508,,,,,,,702933,VALLEY WINE WAREHOUSE,75 S KELLY ROAD,,,AMERICAN CANYON,CA,95403,,,0,440.,28,1184.,20250227,20250227,0,20250303,112936,20250303,113343,0,N,40,,,,,9999,99990,,,4105858,1,MISCLAK,161017,13060051,4,F,XDK,1.,0,22.,3,214.,0,0.,214.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,22a8bed1945ceb0cec7a7ef678628a2f
55565222,2025-03-05 00:00:00,202503,20250305,,7002,-7002,AGC,-961,3,Inbound ASN,86348208,,,,,,,705616,CORDELIA ROAD 2875,2875 CORDELIA ROAD,,,FAIRFIELD,CA,94534,,,0,154.,23,1270.,20250228,20250228,0,20250303,135809,20250303,135842,0,N,40,,,,,9999,99990,,,4131903,1,MISCINA,2237158,12946561,2,F,XDK,1.,0,22.,1,14.,0,0.,14.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,de07c096c18b36e1da40c40df627ac49
46678757,2025-03-31 00:00:00,202503,20250331,,7002,-7002,AGC,-961,1,PO ASN,3754248,,,,,,,705751,AMUH BORDEAUX-,B1 RUE MATHIEU,,,BRUGES,33,33520,,,0,22.,2,178.,20250110,20250317,0,20250317,175404,20250317,175404,0,N,40,,,,,95,80100,,,,1,MISCWAP,2184675,13035126,1,F,XDK,1.,0,22.,2,178.,0,0.,178.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,223cf55f7d811ac017ed79c410a7a579
63142643,2025-04-25 00:00:00,202504,20250425,,7002,-7002,AGC,-961,1,PO ASN,4184019,,,,,,,705986,BIAGI BROS 400SON FAM FINE WINES-,125 MEZZETTA COURT,,,AMERICAN CANYON,CA,94503,,,0,22.,1,60.,20250424,20250424,0,20250425,115804,20250425,115804,0,N,40,,,,,1,14000,,,,1,MISCLAK,161017,13060051,1,F,XDK,1.,0,22.,1,60.,0,0.,60.,0.,0.,Y,0,0,40,,0.,2025-04-22 01:19:23,0,2025-04-26 01:20:04,INFAJOB,WMIAHASNF_15_AGC_4545611_20250421190039.txt,WMI,a87b12476adb0d0899884daadee55f21
63377676,2025-04-25 00:00:00,202504,20250425,,7002,-7002,AGC,-961,1,PO ASN,4173894,,,,,,,705986,BIAGI BROS 400SON FAM FINE WINES-,125 MEZZETTA COURT,,,AMERICAN CANYON,CA,94503,,,0,22.,2,76.,20250424,20250424,0,20250425,115519,20250425,115519,0,N,40,,,,,60,36000,,,,1,MISCCOL,12685467,12945008,1,F,XDK,1.,0,22.,2,76.,0,0.,76.,0.,0.,Y,0,0,40,,0.,2025-04-22 01:19:23,0,2025-04-26 01:20:04,INFAJOB,WMIAHASNF_15_AGC_4545611_20250421190039.txt,WMI,bd1e40cca81da2d57f4ada65607a5452
63177822,2025-04-28 00:00:00,202504,20250428,,7002,-7002,AGC,-961,3,Inbound ASN,87822351,,,,,,,703336,SANTA CLARA WAREHOUSES INC,360 INDUSTRIAL COURT,,,BENICIA,CA,94510,,,0,660.,32,1030.,20250423,20250423,0,20250424,122557,20250424,123315,0,N,40,,,,,9999,99990,,,4184455,1,MISCLAS,604532,12852462,11,F,XDK,1.,0,22.,1,44.,0,0.,44.,0.,0.,Y,0,0,40,,0.,2025-04-22 01:19:23,0,2025-04-29 01:20:22,INFAJOB,WMIAHASNF_15_AGC_4545611_20250421190039.txt,WMI,3ef6d5179d4e6fa38fcf52e8e11305ed
63773173,2025-04-28 00:00:00,202504,20250428,,7002,-7002,AGC,-961,3,Inbound ASN,87622402,,,,,,,700051,AMERICOLD WA,1115 WEST ROSE STREET,,,WALLA WALLA,WA,99362,,,0,352.,26,1575.,20250423,20250425,0,20250425,112211,20250425,112945,0,N,40,,,,,9999,99990,,,4181915,1,MISCHIM,920691,13016240,9,F,XDK,1.,0,22.,1,7.,0,0.,7.,0.,0.,Y,0,0,40,,0.,2025-04-22 01:19:23,0,2025-04-29 01:20:22,INFAJOB,WMIAHASNF_15_AGC_4518103_20250411190041.txt,WMI,277a79d88aac1b01d7bf2048e0a394bb
