wm_shipment_sk,calendar_date,calendar_period,calendar_date_sk,posting_period,site_id,site_sk,wm_warehouse_cd,warehouse_sk,asn_type_cd,asn_type_desc,shipment_no,qc_hold_upon_receipt_ind,ship_via_cd,manifest_no,bill_of_lading_no,trailer_no,order_no,received_from_no,received_from_vendor_name,received_from_vendor_addr_1,received_from_vendor_addr_2,received_from_vendor_addr_3,received_from_vendor_city,received_from_vendor_state_cd,received_from_vendor_zip,received_from_vendor_phone_no,representative_name,hdr_shipped_cases_qty,hdr_shipped_bottles_qty,hdr_received_cases_qty,hdr_received_bottles_qty,shipped_dt,scheduled_start_receive_dt,scheduled_start_receive_time,first_receipt_dt,first_receipt_time,last_receipt_dt,last_receipt_time,verified_dt,shipment_priority_ind,hrd_asn_status_cd,hdr_asn_status_desc,seal_no,scac_cd,pickticket_order_type,sap_company_cd,warehouse_no,pickicket_wave_no,vendor_asn_no,po_no,po_line_no,item_no,wm_item_sk,wm_item_hist_sk,shipment_seq_no,inventory_type_cd,product_status_cd,bottles_per_case,dtl_shipped_cases_qty,dtl_shipped_bottles_qty,dtl_received_cases_qty,dtl_received_bottles_qty,verified_cases_qty,verified_bottles_qty,pre_received_qty,bottles_per_pallet,laid_in_price_per_case_amt,process_immediate_needs_ind,item_manufacturing_dt,item_expiration_dt,dtl_asn_status_cd,dtl_asn_status_desc,original_pickticket_line_qty,load_dt,load_id,modified_dt,modified_user,src_desc,source_system,check_sum
35768020,2024-10-01 00:00:00,202410,20241001,,7001,-7001,AGK,-960,3,Inbound ASN,83135351,,,,,,,2211-MWD1,SGWS KENTUCKY - ANKAA KY RDC SHEPHE,316 CLERMONT ROAD,,,SHEPHERDSVILLE,KY,40165,,,0,22.,0,0.,20241001,20241001,0,0,0,0,0,0,N,10,,,,,9999,99990,,,4014784,1,MISCLOU,10615876,4699314,1,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2024-10-01 22:20:07,0,2024-10-01 22:20:07,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,98ce5d419beb59df7ebcc8e5f2d131b9
35960531,2024-10-04 00:00:00,202410,20241004,,7001,-7001,AGK,-960,3,Inbound ASN,83034210,,OTHR,,10568620,721,,100478,CAMPARI AMERICA,"1114 AVENUE OF THE AMERICAS, F",,,LEXINGTON,NY,10036,,CONSOLIDATED GRAIN AND BARGE C,0,12480.,18,12480.,20240930,20241001,0,20241001,90157,20241001,90157,20241004,N,90,,01859684,,,1500,68000,,,3995577,1,992251,79368,7872918,1,F,LAK,12.,0,3072.,4,3072.,4,3072.,3072.,0.,0.,Y,0,0,90,,0.,2024-10-01 22:20:07,0,2024-11-21 23:19:56,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,57eea777061486f7470dc335dc6f7880
34086472,2025-01-09 00:00:00,202501,20250109,,7002,-7002,AGC,-961,1,PO ASN,4002632,,,,,,,100478,CAMPARI AMERICA,"1114 AVENUE OF THE AMERICAS, FL 30",,,NORTH BERGEN,NY,10036,,WESTERN CARRIERS - 1st LEG,0,6742.,0,6712.,20241121,20241203,0,20241101,180547,20241203,145644,20250109,N,90,,,,,5200,34900,,,,1,557366,1978275,12098272,1,F,PHX,6.,0,6720.,8,6720.,8,6720.,6720.,0.,0.,Y,0,0,90,,0.,2024-09-17 01:20:52,0,2025-04-22 01:19:23,INFAJOB,WMIAHASNF_15_AGC_3897655_20240916190033.txt,WMI,3b764548be4439c262fe4efc7f350907
72598228,2025-07-17 00:00:00,202507,20250717,,7001,-7001,AGK,-960,3,Inbound ASN,89547265,,,,,,,700384,UNITED STATES DISTILLED PRODUCTS,1607 SOUTH 12TH STREET,,,PRINCETON,MN,55371,,,0,88.,20,1113.,20250715,20250717,0,20250717,91553,20250717,91553,0,N,40,,,,,9999,99990,,,4243167,1,MISCTXD,31792,4680223,4,F,XDK,1.,0,22.,11,677.,0,0.,677.,0.,0.,Y,0,0,40,,0.,2025-07-02 01:53:55,0,2025-07-17 22:26:07,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,659a907bf36c334191ddb9371f4244ef
34549818,2024-10-01 00:00:00,202410,20241001,,7001,-7001,AGK,-960,1,PO ASN,4005376,,,,,,,705848,FUSION TRANSPORT,1881 NORMANTOWN ROAD,,,PLAINFIELD,IL,60544,,,0,22.,2,2.,20240930,20241001,0,20241001,101627,20241001,101636,0,N,40,,,,,95,80100,,,,1,MISCWAP,1532848,4724515,1,F,XDK,1.,0,22.,2,2.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2024-10-01 22:20:07,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,c307ed1ffeb1084af792e4ad15380582
46779777,2025-04-13 00:00:00,202504,20250413,,7002,-7002,AGC,-961,1,PO ASN,4055590,,,,,,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,Paisley,NY,10577,,CARRIER FOR PRE-PAID SUPPLIER,0,14136.,23,13560.,20250113,20250411,0,20250411,145938,20250411,150139,20250413,N,90,,,,,6200,25500,,,,5,15502,1923237,12091744,5,F,SFS,12.,0,1800.,3,1800.,3,1800.,1800.,0.,0.,Y,0,0,90,,0.,2024-12-17 02:18:35,0,2025-04-16 01:54:40,INFAJOB,WMIAHASNF_15_AGC_4091114_20241115190036.txt,WMI,af3edc6d72f19c779f169cef3056d7dc
34426834,2024-10-07 00:00:00,202410,20241007,,7001,-7001,AGK,-960,1,PO ASN,4006306,,,,,,,100285,JIM BEAM BRANDS CO,408 SOUTH 4TH STREET,,,Frankfort,KY,40202,,CONSOLIDATED GRAIN AND BARGE C,0,8280.,24,8280.,20241007,20241007,0,20241007,95829,20241007,95830,20241007,N,90,,,,,3500,69000,,,,2,970031,56940,11975904,2,F,BOL,6.,0,5400.,12,5400.,12,5400.,5400.,0.,0.,Y,0,0,90,,0.,2024-09-19 22:19:53,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,9d3bf6ae0241167b341e43cd0f35618a
46634758,2024-12-18 00:00:00,202412,20241218,,7002,-7002,AGC,-961,1,PO ASN,FRC0000001,,,,PRO0549339-1,,FRC0000001,FRC115,Field Recording,330B Marquita Ave,,,Raso Robles,CA,93446,,,0,12913.,20,12912.,20241216,0,0,20241218,192609,20241218,192609,20241218,N,90,,,,,0,99900,,,,3,FRC00002,147432,11899412,11,F,FRC,12.,0,1344.,2,1344.,2,1344.,1344.,0.,0.,Y,0,0,90,,0.,2024-12-17 02:18:35,0,2025-04-22 01:19:23,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,250a3add16bb4b77f178b1b5ec3e6fa8
46682632,2024-12-20 00:00:00,202412,20241220,,7002,-7002,AGC,-961,1,PO ASN,4082665,,,,,,,700029,ALEXANDER VALLEY CELLARS,1010 SHILOH ROAD,,,WINDSOR,CA,95492,,,0,22.,1,54.,20241219,20241219,0,20241219,141935,20241219,141935,0,N,40,,,,,46,62100,,,,1,MISCLAS,604532,12852462,1,F,XDK,1.,0,22.,1,54.,0,0.,54.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,37465fb643871194b8c94ab6949f7af8
46629997,2025-02-11 00:00:00,202502,20250211,,7002,-7002,AGC,-961,1,PO ASN,4056744,,,,,,,SGWWESNJ,WESTERN CARRIERS HUB,5601 WESTSIDE AVE,,,NORTH BERGEN,NJ,07047,,,0,22.,1,1.,20241220,20241227,0,20250103,194322,20250103,194322,0,N,40,,,,,50,35300,,,,1,MISCHIM,920691,13016240,1,F,XDK,1.,0,22.,1,1.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,a6e70c64b3249a76acf92e78f17fd241
46877691,2025-02-11 00:00:00,202502,20250211,,7002,-7002,AGC,-961,1,PO ASN,4079577,,,,,,,SGWWESNJ,WESTERN CARRIERS HUB,5601 WESTSIDE AVE,,,NORTH BERGEN,NJ,07047,,,0,22.,1,1.,20241220,20241227,0,20250103,194853,20250103,194853,0,N,40,,,,,50,35100,,,,1,MISCHIC,2402272,13113973,1,F,XDK,1.,0,22.,1,1.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,c3c6eef2bda011ace32a8532773dd4e7
35879115,2024-10-04 00:00:00,202410,20241004,,7001,-7001,AGK,-960,3,Inbound ASN,82798646,,OTHR,,0714385165,1259,,100478,CAMPARI AMERICA,"1114 AVENUE OF THE AMERICAS, F",,,NORTH BERGEN,NY,10036,,WESTERN CARRIERS INC,0,17268.,16,12372.,20240927,20240930,0,20241001,83253,20241001,83253,20241004,N,90,,6265,,,7800,39000,,,3997260,1,557366,10604683,12049547,3,F,BOL,6.,0,1680.,2,1680.,2,1680.,1680.,0.,0.,Y,0,0,90,,0.,2024-10-01 22:20:07,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,72eb1d6d3e0f4b92491afebff8b76102
72680587,2025-07-01 00:00:00,202507,20250701,,7001,-7001,AGK,-960,3,Inbound ASN,89446213,,OTHR,,2562277,239641,,101079,BACARDI USA INC,2701 LE JEUNE ROAD,,,JACKSONVILLE,FL,33134,,CARRIER FOR PRE-PAID SUPPLIER,0,12150.,20,12150.,20250626,20250701,0,20250701,144509,20250701,144510,20250701,N,90,,308367,,,2500,75200,,,4216981,3,28727,35335,15404812,1,F,INA,6.,0,720.,2,720.,2,720.,720.,0.,0.,Y,0,0,90,,0.,2025-07-02 01:53:55,0,2025-07-03 22:22:11,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,a27122ba122878d3458051554e1654d7
72584701,2025-07-08 00:00:00,202507,20250708,,7001,-7001,AGK,-960,1,PO ASN,4226610,,,,,,,701542,EDI_100478_CAMPARI LEX KY,440 GREENDALE RD SUITE 175,,,LEXINGTON,KY,40511,,,0,22.,3,90.,20250708,20250708,0,20250708,131729,20250708,131730,0,N,40,,,,,116,50000,,,,1,MISCDEL,27626259,4709232,1,F,XDK,1.,0,22.,3,90.,0,0.,90.,0.,0.,Y,0,0,40,,0.,2025-07-02 01:53:55,0,2025-07-08 22:23:03,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,533ead6c4dc037b294c0b5b43193cffc
34551399,2024-09-27 00:00:00,202409,20240927,,7001,-7001,AGK,-960,1,PO ASN,4003541,,,,,,,702262,BARTON BRANDS OF KENTUCKY,1010 WITHROW COURT,,,BARDSTOWN,KY,40004,,,0,22.,1,1.,20240927,20240927,0,20240927,151546,20240927,151546,0,N,40,,,,,165,73100,,,,1,MISCMIN,90516,4663337,1,F,XDK,1.,0,22.,1,1.,0,0.,44.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2024-09-27 22:18:58,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,d2fd36e3c8ba5890ceff7fffed7fc730
34541388,2024-11-19 00:00:00,202411,20241119,,7001,-7001,AGK,-960,1,PO ASN,4006364,,,,,,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,NORTH BERGEN,NY,10577,,At SWS Receiving dock,0,4620.,9,4620.,20241126,20241130,0,20240919,141841,20240919,141842,0,N,40,,,,,0,63300,,,,1,10950,110470,7359306,1,F,ARL,12.,0,4620.,9,4620.,0,0.,4620.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2024-11-19 23:20:42,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,9bdeda7b5057663aa54b7f86c446a9a0
46743341,2025-01-09 00:00:00,202501,20250109,,7002,-7002,AGC,-961,3,Inbound ASN,84565973,,SNKS,,84565973,UMXU248139,,101079,BACARDI USA INC,2701 LE JEUNE ROAD,,,JACKSONVILLE,FL,33134,,CARRIER FOR PRE-PAID SUPPLIER,0,12516.,26,11592.,20241204,20241216,0,20241216,164842,20241216,165919,20250109,N,90,,300610,,,6600,39600,,,4054434,16,535796,147255,11831033,15,F,HIC,12.,0,1056.,2,1056.,2,1056.,1056.,0.,0.,Y,0,0,90,,0.,2024-12-17 02:18:35,0,2025-04-22 01:19:23,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,a2882e14bc5e062323825bc402830546
34375028,2024-09-30 00:00:00,202409,20240930,,7001,-7001,AGK,-960,3,Inbound ASN,82935588,,OTHR,,1047620,522739,,700384,UNITED STATES DISTILLED PRODUC,1607 SOUTH 12TH STREET,,,PRINCETON,MN,55371,,,0,88.,20,20.,20240926,20240930,0,20240930,142858,20240930,143231,0,N,40,,9422516,,,9999,99990,,,3974259,1,MISCARL,51781,4696109,1,F,XDK,1.,0,22.,3,3.,0,0.,3.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2025-04-22 16:45:19,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,4e8882e1147036f67a61a45f6114de02
55411928,2025-04-14 00:00:00,202504,20250414,,7002,-7002,AGC,-961,1,PO ASN,4125035,,,,,,,700198,WINE SERVICE CO-OP ST HELENA,2800 MAIN STREET,,,ST. HELENA,CA,94574,,,0,22.,2,125.,20250227,20250227,0,20250228,173534,20250228,173534,0,N,40,,,,,35,95000,,,,1,MISCMIN,12772823,12985326,1,F,XDK,1.,0,22.,2,125.,0,0.,147.,0.,0.,Y,0,0,40,,0.,2025-02-20 02:22:42,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4371204_20250219190044.txt,WMI,52df8810b86ff6ee82fc22cc578fa103
46715672,2024-12-20 00:00:00,202412,20241220,,7002,-7002,AGC,-961,1,PO ASN,4083593,,,,,,,700029,ALEXANDER VALLEY CELLARS,1010 SHILOH ROAD,,,WINDSOR,CA,95492,,,0,22.,4,257.,20241219,20241219,0,20241219,141935,20241219,141935,0,N,40,,,,,60,36000,,,,1,MISCCOL,12685467,12945008,1,F,XDK,1.,0,22.,4,257.,0,0.,257.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,b21e2e059b6681b4a3e4dfbd1e0888a9
46741421,2024-12-20 00:00:00,202412,20241220,,7002,-7002,AGC,-961,1,PO ASN,4083002,,,,,,,700029,ALEXANDER VALLEY CELLARS,1010 SHILOH ROAD,,,WINDSOR,CA,95492,,,0,22.,2,111.,20241219,20241219,0,20241219,142034,20241219,142034,0,N,40,,,,,180,93000,,,,1,MISCMRD,2111406,12918618,1,F,XDK,1.,0,22.,2,111.,0,0.,111.,0.,0.,Y,0,0,40,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,cd31b6108b1141f57548cfb2ff1213d5
46767768,2024-12-20 00:00:00,202412,20241220,,7002,-7002,AGC,-961,3,Inbound ASN,84976049,,,,,,,705986,EDI_113961_WESTERN CA,125 MEZZETTA COURT,,,AMERICAN CANYON,CA,94503,,,0,396.,3,66.,20241227,20241227,0,20241230,163701,20241230,163701,0,N,40,,,,,9999,99990,,,4081745,1,MISCLAS,604532,12852462,6,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2024-12-17 02:18:35,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,03a752289727c8caf9a9ee2e73c8dee2
35834777,2024-10-01 00:00:00,202410,20241001,,7001,-7001,AGK,-960,3,Inbound ASN,83197776,,,,,,,7811-MWD1,SGWS COLORADO - ANKAA KY RDC SHEPHE,316 CLERMONT ROAD,,,SHEPHERDSVILLE,KY,40165,,,0,22.,0,0.,20241001,20241001,0,0,0,0,0,0,N,10,,,,,9999,99990,,,4008834,1,MISCCOA,19998,4723587,1,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2024-10-01 22:20:07,0,2024-10-01 22:20:07,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,dc95a71030b22f84ed2a5de5a14dd7f1
36084693,2024-10-14 00:00:00,202410,20241014,,7001,-7001,AGK,-960,1,PO ASN,3997752,,,,,,,700384,UNITED STATES DISTILLED PRODUCTS,1607 SOUTH 12TH STREET,,,PRINCETON,MN,55371,,,0,22.,5,5.,20241010,20241011,0,20241014,80313,20241014,80337,0,N,40,,,,,70,37000,,,,1,MISCLOU,10615876,4699314,1,F,XDK,1.,0,22.,5,5.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-10-01 22:20:07,0,2024-10-14 22:18:54,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,a8b5741c091271762091fe55eb62bd88
35624120,2024-10-14 00:00:00,202410,20241014,,7001,-7001,AGK,-960,1,PO ASN,4013350,,,,,,,700384,UNITED STATES DISTILLED PRODUCTS,1607 SOUTH 12TH STREET,,,PRINCETON,MN,55371,,,0,22.,5,5.,20241011,20241014,0,20241014,104746,20241014,104811,0,N,40,,,,,1,14000,,,,1,MISCLAK,65558,4734609,1,F,XDK,1.,0,22.,5,5.,0,0.,44.,0.,0.,Y,0,0,40,,0.,2024-10-01 22:20:07,0,2024-10-14 22:18:54,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,97d04a09a33585fe242d2bd47d07e360
35961376,2024-10-04 00:00:00,202410,20241004,,7001,-7001,AGK,-960,3,Inbound ASN,83066032,,OTHR,,10568625,33776,,100478,CAMPARI AMERICA,"1114 AVENUE OF THE AMERICAS, F",,,LEXINGTON,NY,10036,,CONSOLIDATED GRAIN AND BARGE C,0,6834.,20,6834.,20240930,20240930,0,20241001,74853,20241001,74853,20241004,N,90,,01859665,,,0,61000,,,3995446,2,512408,38938,8655974,2,F,TXD,12.,0,36.,1,36.,1,36.,36.,0.,0.,Y,0,0,90,,0.,2024-10-01 22:20:07,0,2024-11-21 23:19:56,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,bc1c238b877812d51333310a5e2172b7
34241308,2024-12-17 00:00:00,202412,20241217,,7002,-7002,AGC,-961,3,Inbound ASN,82779765,,,,,,,703931,JF HILLEBRAND,"ZAD 3 AMPLIACION, BILBAO",,,SANTURTZI,OS,48980,,,0,110.,23,1216.,20241105,20241115,0,20241216,140615,20241216,140654,0,N,40,,,,,9999,99990,,,3993963,1,MISCTXD,2179873,13026456,3,F,XDK,1.,0,22.,1,88.,0,0.,88.,0.,0.,Y,0,0,40,,0.,2024-09-17 01:20:52,0,2025-04-25 01:21:21,INFAJOB,WMIAHASNF_15_AGC_3887563_20240912190031.txt,WMI,3fab4e37536f3c11347ec40d8b72158f
72151059,2025-07-01 00:00:00,202507,20250701,,7001,-7001,AGK,-960,1,PO ASN,4245893,,,,,,,5301,WASHINGTON DC,7001 QUAD AVENUE,,,BALTIMORE,MD,21237,,At SWS Receiving dock,0,0.,0,0.,20250701,20250708,0,0,0,0,0,0,N,10,,,,,5300,93300,,,,5,643893,10688841,15285529,5,F,WDC,6.,0,216.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-07-02 01:53:55,0,2025-07-02 01:53:55,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,cc9acff27e5f9a5cf5dba198d5dba047
72761545,2025-07-10 00:00:00,202507,20250710,,7001,-7001,AGK,-960,1,PO ASN,4243022,,,,,,,705848,EDI_112698_FUSION TRANSPORT,1881 NORMANTOWN ROAD,,,PLAINFIELD,IL,60544,,,0,22.,2,100.,20250709,20250710,0,20250710,92311,20250710,92311,0,N,40,,,,,90,45100,,,,1,MISCNYU,83162,4684218,1,F,XDK,1.,0,22.,2,100.,0,0.,100.,0.,0.,Y,0,0,40,,0.,2025-07-02 01:53:55,0,2025-07-10 22:22:52,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,fc8ae22ac112a0e042d2535e435f1d30
34548017,2024-09-23 00:00:00,202409,20240923,,7001,-7001,AGK,-960,1,PO ASN,8TQ000000V,,,,4HT4552,335143,8TQ000000V,114444,818 SPIRITS/MHW LTD,"Grupo Solave, S.A. de C.V.",Carretera a Santa Rosa Km. 3,,"Amatitan, Jalisco",M?xico,45380,,,0,11544.,36,11544.,20240919,0,0,20240920,93600,20240920,93601,20240923,N,90,,,,,0,99900,,,,2,8TQ00008,28075,4727650,2,F,8TQ,6.,0,10080.,21,10080.,21,10080.,10080.,0.,0.,Y,0,0,90,,0.,2024-09-19 22:19:53,0,2024-09-23 22:20:24,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,3a692933eb0afaf1750039ce90fb1785
46664898,2024-12-18 00:00:00,202412,20241218,,7002,-7002,AGC,-961,1,PO ASN,FRC0000001,,,,PRO0549339-1,,FRC0000001,FRC115,Field Recording,330B Marquita Ave,,,Raso Robles,CA,93446,,,0,12913.,20,12912.,20241216,0,0,20241218,192609,20241218,192609,20241218,N,90,,,,,0,99900,,,,4,FRC00004,153839,9548581,12,F,FRC,12.,0,528.,1,528.,1,528.,528.,0.,0.,Y,0,0,90,,0.,2024-12-17 02:18:35,0,2024-12-19 03:10:00,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,7f031162ba7bb2a23e8fda11b1d6bd5d
46798574,2025-01-10 00:00:00,202501,20250110,,7002,-7002,AGC,-961,1,PO ASN,SFO0000001,,,,PRO0549341-1,,SFO0000001,SFO115,So Far Out,330B Marquita Ave,,,Paso Robles,CA,93446,,,0,13057.,20,13056.,20241219,0,0,20241231,135201,20241231,135201,20250110,N,90,,,,,0,99900,,,,6,SFO00004,10715702,9388033,5,F,SFO,12.,0,2688.,4,2688.,4,2688.,2688.,0.,0.,Y,0,0,90,,0.,2024-12-17 02:18:35,0,2025-01-11 02:27:03,INFAJOB,WMIAHASNF_15_AGC_4184010_20241216190037.txt,WMI,cb726a332624402e97fb7805e9db6e0a
35864412,2024-10-14 00:00:00,202410,20241014,,7001,-7001,AGK,-960,1,PO ASN,4012460,,,,,,,700384,UNITED STATES DISTILLED PRODUCTS,1607 SOUTH 12TH STREET,,,PRINCETON,MN,55371,,,0,22.,1,1.,20241010,20241011,0,20241014,80648,20241014,80648,0,N,40,,,,,70,37000,,,,1,MISCLOU,10615876,4699314,1,F,XDK,1.,0,22.,1,1.,0,0.,22.,0.,0.,Y,0,0,40,,0.,2024-10-01 22:20:07,0,2024-10-14 22:18:54,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,06643ec650487cd80ccb5d3a4e9decd2
35744637,2025-01-08 00:00:00,202501,20250108,,7001,-7001,AGK,-960,3,Inbound ASN,83190190,,,,,,,702616,ESPACE WOLFBERGER,CHEMIN DE LA FECHT,,,COLMAR,68,68000,,,0,132.,8,8.,20241018,20250108,0,20250108,102154,20250108,102348,0,N,40,,,,,9999,99990,,,4007102,1,MISCCOL,19447,4757900,1,F,XDK,1.,0,22.,1,1.,0,0.,1.,0.,0.,Y,0,0,40,,0.,2024-10-01 22:20:07,0,2025-01-08 23:18:53,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,6d6eff0d9ce814eca9a9907f50ea4214
36201653,2024-10-04 00:00:00,202410,20241004,,7001,-7001,AGK,-960,3,Inbound ASN,243933052,,OTHR,,1795415,51078,,100033,PERNOD RICARD USA,100 MANHATTANVILLE ROAD,,,WINDSOR,NY,10577,,CARRIER TO BE ASSIGNED,0,9528.,21,9528.,20240903,20240923,0,20241001,133339,20241001,133340,20241004,N,90,,1,,,3200,36900,,,3984351,6,68333,45996,12019425,6,F,COL,12.,0,720.,1,720.,1,720.,720.,0.,0.,Y,0,0,90,,0.,2024-10-01 22:20:07,0,2025-04-21 22:33:17,INFAJOB,WMIAHASNF_15_AGK_3936961_20241001160446.txt,WMI,96ff5df2d1f9afddd0af419f28336a6a
72631737,2025-07-01 00:00:00,202507,20250701,,7001,-7001,AGK,-960,3,Inbound ASN,89535369,,,,,,,705000,STOKIA XXI S.LCILIA-,NAC. 122-KM 323,,,VALBUENA DEL DUERO,OS,47359,,,0,66.,0,0.,20250714,20250820,0,0,0,0,0,0,N,10,,,,,9999,99990,,,4233789,1,MISCLAK,65558,4734609,3,F,XDK,1.,0,22.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-07-02 01:53:55,0,2025-07-02 01:53:55,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,8f5d07c59efb4c994be065e4ca41eefe
72826722,2025-07-01 00:00:00,202507,20250701,,7001,-7001,AGK,-960,1,PO ASN,4245892,,,,,,,8501,OKLAHOMA - TULSA,315 S. 85th E Ave,,,Tulsa,OK,74112,,At SWS Receiving dock,0,0.,0,0.,20250701,20250708,0,0,0,0,0,0,N,10,,,,,0,66400,,,,5,643890,166792,15288510,5,F,OKT,12.,0,48.,0,0.,0,0.,0.,0.,0.,Y,0,0,10,,0.,2025-07-02 01:53:55,0,2025-07-02 01:53:55,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,2e072bf243b567d04b291f396024efaf
72605013,2025-07-01 00:00:00,202507,20250701,,7001,-7001,AGK,-960,3,Inbound ASN,89447225,,OTHR,,P5845895,235094,,101079,BACARDI USA INC,2701 LE JEUNE ROAD,,,JACKSONVILLE,FL,33134,,CARRIER FOR PRE-PAID SUPPLIER,0,10326.,15,8886.,20250703,20250708,0,20250701,141332,20250701,141332,20250701,N,90,,32026550,,,2500,75200,,,4217006,2,28728,86999,15492467,2,F,INA,12.,0,5376.,8,5376.,8,5376.,5376.,0.,0.,Y,0,0,90,,0.,2025-07-02 01:53:55,0,2025-07-03 22:22:11,INFAJOB,WMIAHASNF_15_AGK_4750742_20250701160046.txt,WMI,a55fa016f55060d8da23197b2afcd6b0
34400546,2024-09-26 00:00:00,202409,20240926,,7001,-7001,AGK,-960,3,Inbound ASN,82935593,,OTHR,,1059753,717,,701542,EDI_100478_CAMPARI LEX KY,440 GREENDALE RD SUITE 175,,,LEXINGTON,KY,40511,,,0,132.,22,22.,20240926,20240926,0,20240926,122738,20240926,123242,0,N,40,,01859931,,,9999,99990,,,4002952,1,MISCLAK,65558,4734609,2,F,XDK,1.,0,22.,13,13.,0,0.,13.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2024-09-26 22:20:42,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,6732006ff7f6e890b2161f6042f3f920
34601349,2024-09-27 00:00:00,202409,20240927,,7001,-7001,AGK,-960,3,Inbound ASN,82950741,,,,,,,706847,ANKAA GLOBAL LOGISTICS - KY,316 CLERMONT ROAD,,,SHEPHERDSVILLE,KY,40165,,,0,22.,1,1.,20240927,20240927,0,20240925,141258,20240925,141258,0,N,40,,,,,9999,99990,,,4006366,1,MISCMRD,21220,4661533,1,F,XDK,1.,0,22.,1,1.,0,0.,1.,0.,0.,Y,0,0,40,,0.,2024-09-19 22:19:53,0,2024-09-27 22:18:58,INFAJOB,WMIAHASNF_15_AGK_3906578_20240919160034.txt,WMI,9b3e3475a551a5f96b6b9a58a3e3dfa6
