wm_item_sk,bottles_per_case,case_weight,case_volume,case_weight_uom,case_volume_uom,case_length,case_width,case_height,case_dimension_uom,site_id,wm_warehouse_cd,item_no,division_cd,division_desc,item_desc,item_size,case_price_amt,bottles_per_pallet,pallet_length,pallet_width,pallet_height,pallet_dimension_uom,max_pallet_stacked_qty,bottles_per_layer,bottle_weight,bottle_volume,pallet_weight,pallet_weight_uom,pallet_volume,pallet_volume_uom,cases_per_layer_qty,layers_per_pallet_qty,item_conveyable_ind,case_putaway_type_cd,bottle_length,bottle_width,bottle_height,bottle_dimension_uom,lpn_label_case_ind,heat_sensitive_ind,force_qualtiy_control_audit_ind,bulk_stack_off_set_cd,wcs_tote_cd,perm_assignment_cd,override_pick_type_cd,scm_item_status_cd,scm_item_status_desc,path_no,corp_suppl_sapvnd_num,vendor_product_no,category_cd,suppl_item_no_xref,scc_barcode,upc_barcode,bupc_barcode,crv_barcode,mon_barcode,ean_barcode,load_dt,load_id,modified_dt,modified_user,src_desc,source_system,check_sum
101690,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,535399,S,,MAKERS MARK BBN PS(MASH4730)111.5,750ML,35.53,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,26357,L,,10085246500467,085246500460,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,8d2e63730f8a78d46e38db57c7cd33b0
110960,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,612836,S,,ANGELS ENVY BBN PS(PARADI230812F24,750ML,46.89,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,10289,L,,10080480020894,080480986353,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,4b2d757f1364ceb7a37339a7fb30dbb3
109345,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,586828,N,,PENDULUM SAUVIGNON BLANC 22,750ML,6.75,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2022,102754,5057,W,,10848375011606,848375011609,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,a23000cf1322a5e890a880c3efb2eda3
93368,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,411636,S,,WILD TURKEY BBN 101 ROUND,375ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100478,29771,L,,10721059893760,721059893763,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,156f128facde8a128d7ad87275c6c098
109675,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,586399,S,,MAESTRO DOBEL TEQ DIAM(MUSE8457)80,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,94,L,,10811538014271,811538014274,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,2be5b7693f3d8c556c0ad0b1235fe039
109365,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,577766,S,,MAESTRO DOBEL TEQ DIAM(AFMDF4#4809,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,94,L,,10811538012123,811538012126,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,ef663f4a13ccb780d43087dee73ddfa3
117987,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,630031,T,,ELIJAH CRAIG BBN PB(7236213)127.7,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100258,804,L,,10096749003867,096749003860,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,b61ed22adb37a6d249f9bb226e3f4ce4
107443,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,632083,S,,BROWNE CAB SAUV SITE SERIES 22,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2022,102754,20906,W,,10848375004899,848375004892,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,cf5f6d8d25b4781ff2e697f1bc6edcf5
117346,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,640308,N,,CAVATAPPI PINOT GRIGIO(SC)23,750ML,6.335,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2023,102754,21298,W,,10848375003977,848375003970,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,0f4843d687740c0aafdd70ee1222d3d8
107762,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,611524,S,,EMPATHY ROSE 20,750ML,1.65,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2020,100092,211472,W,,10086003311005,086003311008,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,8e8def34730f420c520334774b7735ad
109025,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,584650,N,,RUSSELLS RSV BBN PS(TWM#220367)110,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,100478,28121,L,,20721059000004,721059002974,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,1a8f8dbe15a21c8f710c90677d489db1
230462,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,PRE0002S,,,Gruet Sweet Jolie Demi-Sec,750ML,80.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,10,4,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,0,,W,,10700000000000,701000000000,,,,,2024-12-12 02:19:35,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4170354_20241211190040.txt,WMI,27e3f7e840768e731d7b44a5cdb6ed3e
154461,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,PRE0004C,,,Gruet Vintage 2019 Sauvage,750ML,80.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,10,4,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2019,0,,W,,10700000000000,701000000000,,,,,2024-12-12 02:19:35,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4170354_20241211190040.txt,WMI,010797578b654c18e9f7296985cfd710
10700999,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,PRE00023,,,Canoe Ridge 2021 Expedition Caberne,750ML,80.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,14,4,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,0,,W,,10800000000000,848000000000,,,,,2024-12-12 02:19:35,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4170354_20241211190040.txt,WMI,3c867958e1e643ceceb9dc3eeb9c047e
127268,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,590716,S,,FRESCOBALDI NIPOZZANO RSV 19PAD(60,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,2019,103406,8768,W,,68007425000183,877397000018,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,71ea6ade5861252ad547819809df9c17
20633298,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,564722,A,,LEFLAIVE O(DOM)CHEVALIER MONT 21,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,2021,100224,8807,W,,30089744770630,089744770639,,,,,2024-07-21 13:28:30,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3734233_20240720135109.txt,WMI,bad6705826c467424e966a207ef22db9
2402912,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,564718,A,,LEFLAIVE O(DOM)PUL MONT FOLAT 21,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,2021,100224,8807,W,,30089744771705,089744771704,,,,,2024-07-21 13:28:30,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3734233_20240720135109.txt,WMI,5d5e8a85f46669ff23ce5736aea5f47c
124252,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,572141,B,,ANGELS ENVY BBN PS(TWM230194)109.3,750ML,54.52,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,10289,L,,30080480011377,080480986353,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,58ea2c945755a2c8f46d22f8f2dcb7c2
115301,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,576070,S,,HIGH WEST BBN AP(FOSSIL25076)103.2,750ML,34.6,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100092,25113,L,,10854396005302,854396005305,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,e17a2e59e056d9307d4a395bd38bbcc1
124702,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,603782,S,,ANGELS ENVY BBN SB(WINPLC230520F24,750ML,47.07,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,10289,L,,10080480019430,080480986353,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,bcef897b82f793cd9efdb61e1ff4db9b
109992,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,384770,S,,ABSOLUT VODKA ELECTRIK LTD ED 80,750ML,12.07,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100033,20086,L,,80835229010181,835229010185,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,e86376f9c00d56a57968e9e4d750e2aa
121501,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,557855,,,MAESTRO DOBEL TEQ DIAM(BM6413)80,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,94,L,,10811538012093,811538012096,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,6fe944a0dc6ebc038243366b5bd68cb8
148060,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,PRE0001T,,,Barrelstone 2023 Chardonnay,750ML,80.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,14,4,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2023,0,,W,,10800000000000,848000000000,,,,,2024-12-12 02:19:35,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4170354_20241211190040.txt,WMI,0d4fb1cc9022d669b61e14911589a23a
10677958,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,PRE0003R,,,MWC 2021 Rose,750ML,80.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,14,4,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,0,,W,,10800000000000,848000000000,,,,,2024-12-12 02:19:35,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4170354_20241211190040.txt,WMI,d5431232f864cb4d4102914a8cd99c68
106804,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,618719,S,,LA CREMA PINOT NOIR WV 21 SS,750ML,16.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,104400,6077,W,,10049331003134,049331003137,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,c5f7882d6a26044c1caf24bdcf8d1dff
98985,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,593968,B,,ANGELS ENVY BBN PS(BEDIS230460)110,750ML,54.52,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,10289,L,,10080480017641,080480986353,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,358a331a3e860e33f7fcd6b73c23b1fd
140257,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,577826,B,,PATRON TEQ REP BS(TWM#23)80,750ML,26.99,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,27273,L,,20721733003055,721733003051,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,b324bb09db68ecd0a1c866ddecd59945
118830,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,585117,S,,BATTLE CREEK PINOT NOIR YAMHELA 18,750ML,28.33,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2018,102754,10478,W,,,,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,a325d36233126a882d9a7b8eb710897d
122332,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,380339,S,,MENAGE A TROIS VOD CITRUS 80,1.0L,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100528,927,L,,099988371523,099988071348,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,d0804095e38dd22f923dbbbf44cca820
121053,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,634525,D,,CROWN ROYAL REGAL APPLE 70 PAD(40),1.75L,21.7712,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,437,L,,082000807872,082000771593,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,2100516ab729f5e4aa58dce58fbf7fb2
124704,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,600988,E,,FAVORITE NEIGHBOR CAB SAUV SLO20SS,750ML,30.67,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2020,100092,52918,W,,20867506000408,867506000404,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,838dd88637c471a294f7f7da02fccf56
129818,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,608408,N,,CHT ST JEAN CAB SAUV KNIGHTS 21 SS,750ML,24.67,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,105174,22990,W,,088232000043,,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,4c22cf3df5b77afe495c66a8c03e7980
112870,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,582087,S,,PATZ&HALL CHARD BOOTLEGGER HILL19,750ML,37.14,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2019,101349,5932,W,,20791202097427,791202097423,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,f835ca75981a5bb72df576e3809a91db
124078,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,596179,C,,MAKERS MARK BBN PS(WDBLOCK7312)109,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,100285,26357,L,,10085246500467,085246500460,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,78a8a0d7778624b7702d2b51fc6ffcf3
107764,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,627136,S,,CAYMUS SUISUN WALKING FOOL RED22SS,750ML,19.17,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2022,100102,21308,W,,20017224710015,017224710011,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,ac0f3896982764882fa3922c19e30764
134943,24,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,936465,S,,PENDLETON CANADIAN 80 PET,375ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,12590,L,,30811538019355,811538019354,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,d0e61fd9da758a32c225e58df0f05284
2186604,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,537366,D,,CROWN ROYAL CAN HAND SB(BYRONS)103,750ML,32.91,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,437,L,,082000774662,082000773061,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,9371abd4e4fd22220c5c1be8f2729ea2
2276520,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,589891,D,,BULLEIT BOURBON SB(LIQW&S)104,750ML,33.95,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,20940,L,,10082000791246,082000791249,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,7d58ba6d654b9368e86d43e1ac02fa4a
2456352,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,629414,S,,KNOB CREEK BBN SB SEL(MODERN)120,750ML,31.25,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,8845,L,,10080686016820,080686016823,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,2f6fc98ce17cb4c0edbc6bbfc0dd57aa
1368370,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,629764,D,,CROWN ROYAL CAN HAND SB(PERKINS),750ML,32.91,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,437,L,,082000774662,082000773061,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,9e99405982d6229800056fce19d43e1a
136887,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,FRC0000I,,,Malus Cider,750ML,78.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,11,4,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2022,0,,W,,,742779422422,,,,,2024-12-13 02:36:58,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4173395_20241212190036.txt,WMI,798343d1bb5c4300bdf2a57cb40aea6f
98488,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,953692,S,,MAESTRO DOBEL TEQ DIAM(MOSES#8457),750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,94,L,,10811538012031,811538012034,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,589a454b923f0152f4729afbd8d48a07
129178,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,599741,S,,MAESTRO DOBEL TEQ DIAM(TWMDF6#8457,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,94,L,,10811538014271,811538014274,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,924f571b862c84f3cd42034a10903be5
132698,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,637655,N,,MAESTRO DOBEL TEQ DIAM(AZTECA8457,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,94,L,,10811538014271,811538014274,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,76241a7f6496cc75594e0d149804bc14
101050,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,3471,S,,MATUSALEM RUM CLASICO 80,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,2857,L,,10721059167502,721059167505,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,ff7659aaf7740517f5cb8e9f2a50887c
111905,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,631043,S,,BROWNE RED BLEND ALL THE BEST 21,1.5L,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,102754,20906,W,,0848375004243,848375004243,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,bcc0a320a844ddf7953d5730824ae5ac
95608,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,581666,S,,HIGH WEST BBN AP(TWM25102)101.6,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,100092,25113,L,,10854396005302,854396005305,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,cde3a77e00473933410f3e80488e5688
111801,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,577227,B,,RITTENHOUSE RYE PB(8028313)100,750ML,16.68,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100258,7913,L,,10096749004239,096749004232,,,,,2024-08-13 16:14:18,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3798514_20240813110032.txt,WMI,d4be9f673830cbd55e8535b566f45575
