wm_item_sk,bottles_per_case,case_weight,case_volume,case_weight_uom,case_volume_uom,case_length,case_width,case_height,case_dimension_uom,site_id,wm_warehouse_cd,item_no,division_cd,division_desc,item_desc,item_size,case_price_amt,bottles_per_pallet,pallet_length,pallet_width,pallet_height,pallet_dimension_uom,max_pallet_stacked_qty,bottles_per_layer,bottle_weight,bottle_volume,pallet_weight,pallet_weight_uom,pallet_volume,pallet_volume_uom,cases_per_layer_qty,layers_per_pallet_qty,item_conveyable_ind,case_putaway_type_cd,bottle_length,bottle_width,bottle_height,bottle_dimension_uom,lpn_label_case_ind,heat_sensitive_ind,force_qualtiy_control_audit_ind,bulk_stack_off_set_cd,wcs_tote_cd,perm_assignment_cd,override_pick_type_cd,scm_item_status_cd,scm_item_status_desc,path_no,corp_suppl_sapvnd_num,vendor_product_no,category_cd,suppl_item_no_xref,scc_barcode,upc_barcode,bupc_barcode,crv_barcode,mon_barcode,ean_barcode,load_dt,load_id,modified_dt,modified_user,src_desc,source_system,check_sum
176868,12,36.,1560.,POUNDS,CUBIC INCHES,13.,10.,12.,INCHES,7002,AGC,653483,S,,ACROBAT PINOT NOIR(SC)23,750ML,10.,672,48.,42.,53.,inches,3,168,3.5,90.,2016.,pounds,106848.,cubic inches,14,4,Y,,3.,3.,10.,inches,,,,,,O,,10,Sku Active,2023,105174,12354,W,,10768675085926,768675085929,,,,,2025-01-31 02:27:29,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4315712_20250130190040.txt,WMI,0f4eed152622d0556a091960d9fe23a6
135469,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,907545,S,,JAGERMEISTER 70 WORLD CUP MEXICO,750ML,10.78,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100476,25385,L,,10083089524008,083089524001,,,,,2024-09-18 01:20:31,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3900833_20240917190033.txt,WMI,dcaee0a51ddae5b8ab46757e22ec9e6d
2423074,24,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,587703,S,,WILSON CREEK SPKL ALMOND 6/4PK CAN,250ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105159,1296,W,,0807239122950,807239122998,,,,,2025-02-11 02:17:15,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4345006_20250210190040.txt,WMI,face1c5c22b229768d7f897f7560beaf
210023,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,651725,S,,BOUCHARD BEAUNE DU CHATEAU BL 21,750ML,25.67,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,104131,20840,W,,0843304022480,843304019114,,,,,2025-04-12 01:19:12,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4518104_20250411190041.txt,WMI,b8c80b22c4cf8fdd1383f65a17d43b96
187632,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,582426,S,,JEFFERSON BBN OCN CSK SB(TWM93),750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,100033,25449,L,,10814794011657,814794011650,,,,,2024-12-31 23:24:04,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_4227457_20241231160038.txt,WMI,3ac6f3eab4c43a4f6a186a5d5889ed63
202680,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,983049,G,,RAMONET JC CHASS MONT BOUDRIOTTE18,750ML,79.89,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,,Blank As Valid,2018,100402,25419,W,,,,,,,,2025-06-28 22:15:52,0,2025-06-28 22:15:52,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,34b5064e4c29804201080a0084909e15
122789,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,624205,S,,CAVATAPPI MADDALENA RED WILLOW 21,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2021,102754,21298,W,,10848375002529,848375002522,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,4700575b68f74dd7fb5e8b31b6a0c712
122780,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,593826,S,,BROWNE FAMILY VODKA ANDYS FARM 80,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,102754,221709,L,,10848375012016,848375012019,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,46494c4866621c62dadf6519a11ddb37
102644,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,503990,S,,BOOKER FRACTURE SYRAH 17,750ML,59.05,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2017,100092,9992,W,,,,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,cdcdd17e9008a3e68814f0dfa523aa3e
117339,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,39388,S,,GRUET CHARDONNAY,750ML,6.88,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,102754,24927,W,,,,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,e62fa8f1b227754c759cb9c38df5a9a2
103923,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,605518,S,,CODIGO 1530 TEQ ANEJO BS(BSHPLDGE),750ML,81.67,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100033,30163,L,,10850018046340,850018046343,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,6425ce890056fbb04c39bd6839ba6051
23447380,10,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,659139,S,,SVEDKA VODKA 100 PET 10/12PK,50ML,5.52,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100690,28806,L,,10088004071322,088004071325,,,,,2025-03-21 22:21:55,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_4457057_20250321160040.txt,WMI,4b4669428338c58111abf17bdbf7197c
160331,12,36.5,1753.856,POUNDS,CUBIC INCHES,13.6,10.4,12.4,INCHES,7002,AGC,647858,S,,BANSHEE MORDECAI RED 22,750ML,11.53,672,48.,40.,54.6,inches,3,168,2.95,114.359,2044.,pounds,104832.,cubic inches,14,4,Y,,3.1,3.1,11.9,inches,,,,,,O,,10,Sku Active,2022,105174,20500,W,,10853868006113,853868006116,,,,,2024-10-25 01:23:42,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4027146_20241024190037.txt,WMI,6b62f15daa1ed58029b3990c2e2ac0b9
2218282,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,636699,,,WILSON CREEK MOTHERS PCH BL SP RSV,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105159,1296,W,,,807239110292,,,,,2024-07-25 14:38:13,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_3746811_20240725092006.txt,WMI,8543ed16a4b1c67cefea04bfeb410ca1
136859,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,356774,S,,ARVERO IL LIMONCELLO 64,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100549,20392,L,,,716898963586,,,,,2024-10-14 22:18:23,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_3973951_20241014160037.txt,WMI,fd8ba8196c606f1a935d3e0b9f28d1b7
27805139,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,592267,S,,CELAYA TEQ REPOSADO 80,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,115412,221707,L,,10810098400494,810098400497,,,,,2025-02-19 23:22:05,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_4370550_20250219160041.txt,WMI,80a517e5c4be82b25d31d103c29d7bb7
241746,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,663150,S,,COURVOISIER COG VSOP 80,750ML,31.055,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,,Blank As Valid,,100478,4101,L,,10810118070119,810118070112,,,,,2025-06-13 01:22:15,0,2025-06-14 01:22:25,INFA JOB,WMISTSTYL_2_AGC_4697302_20250612190047.txt,WMI,89c7fa0a9b77992e7fb8f27f15eb7404
223498,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,975885,B,,BACARDI RUM GOLD RSV OCHO W/GL&SP,750ML,20.42,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,10,Sku Active,,101079,10595,L,,10080480008472,080480008475,,,,,2025-06-28 22:15:52,0,2025-06-29 22:25:53,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,9cc4982aa4a910f892332c0fefdb093c
190066,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,975936,S,,HARTFORD COURT CHARD THREE JACK 17,750ML,34.17,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,,Blank As Valid,2017,104400,6413,W,,20633072815032,633072815038,,,,,2025-06-28 22:15:52,0,2025-06-29 22:25:53,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,922e9e2079909801615d0c8706ef3d70
10727547,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,976576,S,,PALI PINOT NOIR RIVIERA 18,750ML,10.5,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,10,Sku Active,2018,104161,27185,W,,,793573843883,,,,,2025-06-28 22:15:52,0,2025-06-29 22:25:53,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,146108fd90683920b7f283a1e6e76bae
2307558,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,559800,B,,PATRON TEQ REP BS(TEDSCAFESCON140),750ML,29.76,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,27273,L,,20721733003055,721733003051,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,6eedb50a403a06284057efa6a791c416
2212516,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,612510,D,,DICKEL TENN WSKY 15Y(GLENPOOL),750ML,34.96,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,24714,L,,082000796619,082000792253,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,c5ae9f15d53bac179b3506864eeed146
362632,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,677651,S,,DOM STE MICHELLE BRUT FC,750ML,7.18,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,10,Sku Active,,100501,23977,W,,90088586600244,088586600241,,,,,2025-07-04 06:17:14,0,2025-07-05 01:15:52,INFA JOB,WMISTSTYL_2_AGC_4757530_20250703190047.txt,WMI,713449000ab772970948349e689da14e
143449,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,635146,F,,CODIGO 1530 TEQ REP(JJS)80,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100033,30163,L,,10850018046319,850018046312,,,,,2024-09-18 01:20:31,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3900833_20240917190033.txt,WMI,685e8c2823b73647d5ca5d90d7c4b4d8
117830,48,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,639206,S,,CRYSTAL HEAD VODKA ORIGNAL 80,50ML,5.2,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100474,23469,L,,,627040411452,,,,,2024-07-25 14:38:13,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_3746811_20240725092006.txt,WMI,20de18f8118ad2816e08397bbcf20192
81215,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,562003,T,,RHYS ALESIA CHARD SNT CRZ MTNS 19,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2019,113676,34317,W,,,,,,,,2024-07-25 14:38:13,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_3746811_20240725092006.txt,WMI,6f286503bf934ae89beb070acc720715
124144,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,449305,S,,SIBONA GRAPPA OLD BRL PORT RSV 88,1.0L,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100549,10189,L,,,,,,,,2024-10-14 22:18:23,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_3973951_20241014160037.txt,WMI,c9a37af3f9206b566d7cb3c006b283cb
2657285,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,573319,S,,YELLOW ROSE BBN OUTLAW(OAK&VINE),750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,,Blank As Valid,,113121,33368,L,,10857186006831,857186006834,,,,,2025-06-11 22:24:40,0,2025-06-11 22:24:40,INFA JOB,WMISTSTYL_2_AGK_4691677_20250611020025.txt,WMI,00992342af3f1bb7117709191beabf1c
219915,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,908023,A,,MER SOLEIL CHARD RSV SLH 16,750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2016,100102,4935,W,,20710909710101,710909710107,,,,,2025-04-02 22:29:17,0,2025-06-18 22:25:31,INFA JOB,WMISTSTYL_2_AGK_4491202_20250402160041.txt,WMI,f132695d5f943e301044f1d06c6148f4
252558,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,658929,S,,NEYERS ZINFANDEL VISTA LUNA 21,750ML,12.06,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,100528,26916,W,,10853763001602,853763001575,,,,,2025-04-02 22:29:17,0,2025-06-23 22:19:08,INFA JOB,WMISTSTYL_2_AGK_4491202_20250402160041.txt,WMI,26b747d52cceda00fa13cdad3f81b552
21352657,30,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,975743,S,,99 ASST(2E-PB/1E-STRW/GRP)30/4P,50ML,1.88,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,10,Sku Active,,100690,20062,L,,10088004040878,088004040871,,,,,2025-06-28 22:15:52,0,2025-06-29 22:25:53,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,39205d60459c741eb2407bbb9f3ca01f
102004,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,419279,S,,GH MUMM CORDON ROUGE GB,750ML,26.82,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100033,24659,W,,10852832105616,852832105619,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,0e2ac8e0d5a478b9ef789f8fb6ed46c7
102649,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,635238,N,,RUSSELLS RSV BBN PS(TWM#24-0659),750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100478,28121,L,,20721059000004,721059002974,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,49fb5d8051585319546d3aa549b29df5
12598741,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,660208,S,,WHISTLEPIG BBN PB SB(BRLPGR)111.8,750ML,32.5,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,107103,8188,L,,10810080551753,810080551756,,,,,2025-03-21 22:21:55,0,2025-06-06 22:42:38,INFA JOB,WMISTSTYL_2_AGK_4457057_20250321160040.txt,WMI,98a215f70cbda2dd7810bc8c685118ab
260242,1,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,442224,S,,CALIF PREM MIX PALOMA GRPEFRT BIB,3GL,50.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,103956,9241,N,,0890650002666,890650002666,,,,,2025-03-13 01:27:47,0,2025-07-04 06:17:14,INFA JOB,WMISTSTYL_2_AGC_4431272_20250312190039.txt,WMI,66a8e7ee6bf6b5de371f193c694b325f
129708,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,605157,S,,MAKERS MARK BBN PS(KESSLERS)110,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,26357,L,,10085246500467,085246500460,,,,,2024-09-18 01:20:31,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3900833_20240917190033.txt,WMI,2c90aea73aaa096c802125f3fe395f8a
132976,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,645822,T,,PATRON TEQ REPO BS(PLAZAAZETCA#54),750ML,1.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,101079,27273,L,,20721733003055,721733003051,,,,,2024-10-09 01:24:52,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3957714_20241008190034.txt,WMI,4f46ae3a1ce543825df21a4c8ce659dd
121140,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,598828,R,,COPALLI RUM BRL REST(MONKCLR#722),750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,113150,31001,L,,10816136029986,816136029989,,,,,2024-10-09 01:24:52,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3957714_20241008190034.txt,WMI,53e40501ea2d54237b7f8515fe003b85
168326,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,641322,S,,OLD POTRERO RYE(ACE#2)6Y 133.6,700ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100414,8942,L,,10872291800105,087229180010,,,,,2024-11-26 23:21:54,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_4121318_20241126160037.txt,WMI,cd87727d1c531fd9ecf8559a16fdd1d3
284915,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,977732,S,,BERTRAND CREMANT BRUT JEFFERSON 18,750ML,11.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,,Blank As Valid,2018,106189,9115,W,,0812147020014,812147020007,,,,,2025-06-28 22:15:52,0,2025-06-29 22:25:53,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,5ff9be1f78fed2f90fc8f2cd21b599d6
227641,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,975861,S,,1792 BBN FULL PROOF(WHSKEY CK)125,750ML,26.84,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,10,Sku Active,,100690,20009,L,,20080660001153,080660001159,,,,,2025-06-28 22:15:52,0,2025-06-29 22:25:53,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,7c651c7faa4b3e93e92dc81785d79809
274670,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,976120,S,,LADY BLIGH RUM SPICED 72.5 PET,750ML,4.4,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,,,,Blank As Valid,,100628,25878,L,,10086816517441,086816517444,,,,,2025-06-28 22:15:52,0,2025-06-29 22:25:53,INFA JOB,WMISTSTYL_2_AGK_4742060_20250628160045.txt,WMI,0eea3a04d87f2e45a81566185c2ea2ee
6548830,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,629762,D,,CROWN ROYAL CAN HAND SB(DRS)103,750ML,32.91,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,437,L,,082000774662,082000773061,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,63c8b30d18dbe94f6a3d3ec5634a4a36
1367730,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,424289,S,,FREIXENET CORDON NEGRO EXTRA DRY,375ML,4.79,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,103647,5108,W,,,033293003502,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,483570969a4043a958dce6945797ed9f
141233,4,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,380612,S,,DAMMANN NUIT D'ETE HERBAL TEA(96CT,UNIT,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100271,2990,N,,,,,,,,2024-09-18 01:20:31,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3900833_20240917190033.txt,WMI,9213f7758f52630572c7e5799c308e97
154328,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,632551,S,,KNOB CREEK BBN SB SEL(BRH)120,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,8845,L,,10080686016820,080686016823,,,,,2024-09-18 01:20:31,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3900833_20240917190033.txt,WMI,8372c2e49d9f43c44ea40da19fd1c7e9
168087,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,618030,T,,PATRON TEQ ANEJO BS(BRLHOUSE#22),750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,27273,L,,20721733003062,721733003068,,,,,2024-09-18 01:20:31,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3900833_20240917190033.txt,WMI,2cce30211f02e7f1b366e71cdf0d1bf0
179914,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,642166,E,,TINTONEGRO CABERNET FRANC(SC)22,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2022,100553,11121,W,,10089419005421,089419005424,,,,,2024-10-23 01:52:27,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4020767_20241022190036.txt,WMI,0fa97e0ca9bee6e04805a29d7fc32fd9
130348,6,23.,0.917,POUNDS,CUBIC INCHES,12.,11.,12.,INCHES,7002,AGC,645224,S,,WILDERNESS TRAIL BBN HR(CLASS6)117,750ML,5.,360,48.,42.,53.,inches,1,90,1.,0.057,1380.,pounds,106848.,cubic inches,15,4,Y,,3.,3.,11.,inches,,,,,,O,,,Blank As Valid,,100478,220094,L,,20852989005118,852989005114,999999999999,,,,2024-09-18 01:20:31,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3900833_20240917190033.txt,WMI,b8a0491b1c1276ec3a8fabf65d4106e2
